track_id,song_id,artist_id,artist_name,song_title,genre,dot_match_1,dot_match_2,dot_match_3,centered_match_1,centered_match_2,centered_match_3,corr_match_1,corr_match_2,corr_match_3,cosine_match_1,cosine_match_2,cosine_match_3
TRVJTNA128F934D19D,SOKTUGM12AB0184005,ARRBF3M1187FB4D59F,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Ja Rule - One of Us,Ladyhawke - Crazy World,Dead Kennedys - Goons of Hazzard,Zeigeist - Black Milk,IMMORTAL - Tyrants,Dead Kennedys - Goons of Hazzard,Zeigeist - Black Milk,IMMORTAL - Tyrants
TRRBLPE128F9311B20,SOMSZSA12AB0182E3A,ARVKJGO12086C15075,LMFAO,Bounce,electronic,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),OutKast - Claimin' True,Redman - Soopaman Luva 3,Warren G - We Brings Heat,OutKast - Claimin' True,Redman - Soopaman Luva 3,Warren G - We Brings Heat
TRWQYOY128F425BD4C,SOODXDV12A8AE4807F,AR5K3CW1187FB45B46,Crystal Castles,Vanished,electronic,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Gin Blossoms - Cheatin',The Jazz Butcher - She's On Drugs,Blanks77 - We Don't Need You,Gin Blossoms - Cheatin',The Jazz Butcher - She's On Drugs,Faithless - The Man In You
TRLLRQA128F427C709,SOSKKKY12A8C13ED21,AR5K3CW1187FB45B46,Crystal Castles,Xxzxcuzx,electronic,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Dead Kennedys - Kinky Sex Makes the World Go 'Round,Gang Starr - The Place We Dwell,Pink Martini - Tea For Two (Featuring Jimmy Scott),Dead Kennedys - Kinky Sex Makes the World Go 'Round,Gang Starr - The Place We Dwell,Pink Martini - Tea For Two (Featuring Jimmy Scott)
TRDFWPG128F148D4DF,SOIWRAH12A6D4F66C0,ARBEOHF1187B9B044D,Madonna,Die Another Day [Live],electronic,Mario Vazquez - Everytime I...,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Mario Vazquez - Everytime I...,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Bracket - Cynically Depressed,The Runaways - School Days,Floetry - I'll Die,Bracket - Cynically Depressed,The Runaways - School Days,Floetry - I'll Die
TRVWMWN128E0788952,SOMANNK12A6701F0A1,ARN5NHX1187FB4F755,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),RIDDLIN' KIDS - Ship Jumper,The Wonder Years - Dude_ What Is a Land Pirate?,Harry Connick_ Jr. - We Are In Love,The Wonder Years - Dude_ What Is a Land Pirate?,RIDDLIN' KIDS - Ship Jumper,Tony Sly - On the Outside
TRDHPGJ128F4289C44,SOESBMW12A8AE48210,AR8V1X71187B9B919B,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Neil Diamond - Delirious Love,Bonnie Raitt - Hear Me Lord,Smokey Robinson - Cruisin',Neil Diamond - Delirious Love,Bonnie Raitt - Hear Me Lord,Smokey Robinson - Cruisin'
TRFSQXF128F9311B25,SOCHMTD1288D3E7D9D,ARVKJGO12086C15075,LMFAO,I Am Not A Whore,electronic,Eminem - 8 Mile,Rufio - Over It (Acoustic),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Rufio - Over It (Acoustic),Mario Vazquez - Everytime I...,Phosphorescent - Not A Heel,Björk - Hunter,Room Eleven - Bitch,Phosphorescent - Not A Heel,Björk - Hunter,Room Eleven - Bitch
TRXACXM12903CEC365,SOEFTYS129F06C1DEB,ARPD2KK1187B9B8B98,Cascada,Fever,electronic,Daft Punk - Touch It / Technologic,Twista - I'm A Winner (Amended Album Version),Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Twista - I'm A Winner (Amended Album Version),Vanilla Ice - Ice Is Workin' It,Devo - Whip It,The Plasmatics - Corruption,Uriah Heep - Save It,Devo - Whip It,Uriah Heep - Save It,Sarah Connor - French Kissing
TRWWVGC12903CB5C50,SOBSJQH12AB01876C3,AR6LZB61187B9AF431,Depeche Mode,Freestate,electronic,Marques Houston - Cancel (Album Version),Fatboy Slim - Acid 8000,Eminem - My Darling,Marques Houston - Cancel (Album Version),Fatboy Slim - Acid 8000,Stevie Wonder - All Day Sucker,Damn Yankees - Firefly (LP Version),Marques Houston - Cancel (Album Version),Animal Collective - Brother Sport,Damn Yankees - Firefly (LP Version),Marques Houston - Cancel (Album Version),Natalie Merchant - Saint Judas (LP Version)
TRYIJWH128F146948C,SOXZUAV12A6310F21A,AR6LZB61187B9AF431,Depeche Mode,Personal Jesus,electronic,Lauryn Hill - Interlude 5,Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lollipop Lust Kill - Personal Jesus,Blackalicious - Just What Can Happen,Martin Jondo - Hold You,Lollipop Lust Kill - Personal Jesus,Blackalicious - Just What Can Happen,Martin Jondo - Hold You
TRDIAZY12903CB6532,SOWUJPS12AB018ACA8,ARAXU5Z1187B98FECD,Gorillaz,Broken,electronic,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erasure - The Circus,Sean Kingston - Magical,Bad Religion - Operation Rescue,Erasure - The Circus,Sean Kingston - Magical,Bad Religion - Operation Rescue
TRTUJAL128F423E18D,SOGNWLL12AF72AAA61,ARAXU5Z1187B98FECD,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,Daft Punk - Touch It / Technologic,Vanilla Ice - Ice Is Workin' It,Charley Patton - Shake It And Break It,Daft Punk - Touch It / Technologic,Vanilla Ice - Ice Is Workin' It,Charley Patton - Shake It And Break It,Daft Punk - Touch It / Technologic,The Specials - Doesn't Make It Alright,Devo - Whip It,Daft Punk - Touch It / Technologic,The Specials - Doesn't Make It Alright,Devo - Whip It
TRBTXNE12903CB6528,SOCMRWF12AB018AC92,ARAXU5Z1187B98FECD,Gorillaz,Rhinestone Eyes,electronic,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Kottonmouth Kings - Bump,A Tribe Called Quest - Peace_ Prosperity & Paper,Above The Law - Flow On (Move Me No Mountain),A Tribe Called Quest - Peace_ Prosperity & Paper,Kottonmouth Kings - Bump,Above The Law - Flow On (Move Me No Mountain)
TRKQRSQ128F92D5134,SOTTAJB12A8C142C18,AR4L4WQ1187FB51996,The Prodigy,Invaders Must Die,electronic,Fler - NDW 2005,ARRESTED DEVELOPMENT - Stand,UB40 - The Earth Dies Screaming,Fler - NDW 2005,ARRESTED DEVELOPMENT - Stand,UB40 - The Earth Dies Screaming,PeterLicht - Popkultur / Meide,Jungle Rot - Immersed In Pain,Mylène Farmer - We'll Never Die,PeterLicht - Popkultur / Meide,Jungle Rot - Immersed In Pain,Mylène Farmer - We'll Never Die
TRBFVAA128F423C356,SOCWAFA12A8AE48A78,AR4L4WQ1187FB51996,The Prodigy,Wake Up Call (Album Version),electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),The Simpsons - Do The Bartman,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),The Simpsons - Do The Bartman,Marissa Nadler - Undertaker,Trisha Yearwood - Come Back When It Ain't Rainin',Black Box - Strike It Up,Marissa Nadler - Undertaker,Trisha Yearwood - Come Back When It Ain't Rainin',DJ Quik - Put It On Me
TRFSCLD12903CD213F,SOENGNL12AB018E1BD,AR4L4WQ1187FB51996,The Prodigy,We Gonna Rock,electronic,Apollo 440 - Stop The Rock,Bowling For Soup - Here We Go,Vanilla Ice - It's A Party,Apollo 440 - Stop The Rock,Bowling For Soup - Here We Go,Vanilla Ice - It's A Party,The B-52s - Rock Lobster (Live),Charlie Robison - Good Times,Ferlin Husky - Convoy,The B-52s - Rock Lobster (Live),Charlie Robison - Good Times,Ferlin Husky - Convoy
TRZTQEP128E0792526,SOYMEOT12A6701DE9A,ARK9TRQ1187B99C095,Nine Inch Nails,The Great Collapse,electronic,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Dillinger Four - A Floater Left With Pleasure In The Executive Washroom.,Time Again - Day Like This,Agonoize - C.O.A.,Dillinger Four - A Floater Left With Pleasure In The Executive Washroom.,Time Again - Day Like This,Agonoize - C.O.A.
TRLTFVP128E0782B34,SOITPXC12A6310E0DA,AR9L6R11187B9AA3F2,Duran Duran,Electric Barbarella (Radio Edit),electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Antlers - Epilogue,Marissa Nadler - Famous Blue Raincoat,Small Sins - She's The Source,The Antlers - Epilogue,Marissa Nadler - Famous Blue Raincoat,7L & Esoteric - Boxcutter Rap
TRFVWXW128F931A0E9,SOPERLI129F0824AA5,ARAOQ5T1187FB435AB,Björk,Pluto,electronic,Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Mario Vazquez - Everytime I...,Fear My Thoughts - Wasteland,Incubus - Pardon Me,Basia Bulat - Birds Of Paradise,Fear My Thoughts - Wasteland,Incubus - Pardon Me,Basia Bulat - Birds Of Paradise
TRKQQMW128F92D54DF,SOMXUUY12A8C141D38,ARD063K11C8A422ED7,Empire Of The Sun,Delta Bay,electronic,The Pharcyde - Otha Fish,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),The Pharcyde - Otha Fish,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Memphis Minnie - Down In The Alley,Wu-Tang Clan - The What,Thursday - Unintended Long Term Effects,Memphis Minnie - Down In The Alley,Wu-Tang Clan - The What,Thursday - Unintended Long Term Effects
TRFYMPB128F93100C0,SOXKRRQ12AB017C0F2,ARD063K11C8A422ED7,Empire Of The Sun,We Are The People (Shazam Remix),electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Clawfinger - Revenge,Jay-Jay Johanson - Rush,The Corrs - Irresistible ( LP Version ),Clawfinger - Revenge,Jay-Jay Johanson - Rush,The Corrs - Irresistible ( LP Version )
TRBCSDW128F424D686,SOQWSGM12A6D4FC3C6,ARIRCA31187FB58E84,The Maine,You Left Me,electronic,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Five - That's What You Told Me,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Five - That's What You Told Me,Les Valentins - It's Too Late,The Isley Brothers - Touch Me,Hilary Duff - Play With Fire,Les Valentins - It's Too Late,The Isley Brothers - Touch Me,Hilary Duff - Play With Fire
TRRXQJA128F1472A56,SOYPJMP12AF72A901D,ARWA8AH1187FB3FC84,Hot Chip,The Warning,electronic,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Annihilator - Hunter killer,Shai - Waiting For The Day,The Dells - It's All Up To You,Shai - Waiting For The Day,Annihilator - Hunter killer,The Dells - It's All Up To You
TRMDYBW128F14A17E8,SOODBDC12A8C13E4E9,ARTH03J1187FB3E00C,Enter Shikari,Keep It On Ice,electronic,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Life Without Buildings - New Town,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Fatboy Slim - Acid 8000,Life Without Buildings - New Town,At The Gates - Captor Of Sin (Slayer Cover),Kotipelto - Lord Of Eternity,Gorefest - Super Reality,At The Gates - Captor Of Sin (Slayer Cover),Kotipelto - Lord Of Eternity,Gorefest - Super Reality
TRCNUNL128F93437CF,SOYQNWH12AB0180C07,ARTH03J1187FB3E00C,Enter Shikari,The Jester,electronic,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lost Boyz - Keep It Real,Murs - You & I,Above The Law - Flow On (Move Me No Mountain),Lost Boyz - Keep It Real,Above The Law - Flow On (Move Me No Mountain),Murs - You & I
TRIPJIJ128F1453AE0,SORSPQO12A6D4F782F,AREACYD1187FB566DE,Enya,Lazy Days,electronic,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Anjali - Mistress Of Disguise,Darden Smith - Swept Away,Earlimart - It's Okay To Think About Ending,Anjali - Mistress Of Disguise,Darden Smith - Swept Away,Earlimart - It's Okay To Think About Ending
TRPLRVY128F1473EBE,SOTCEXG12A6D4F60FE,AREACYD1187FB566DE,Enya,Someone Said Goodbye,electronic,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Rosanne Cash - I Don't Know Why You Don't Want Me,Mr. Vegas - I Don't Know Why I Love You,Ten Years After - I Don't Know That You Don't Know My Name (2004 Digital Remaster),Rosanne Cash - I Don't Know Why You Don't Want Me,Mr. Vegas - I Don't Know Why I Love You,Jane Monheit - Why Can't You Behave?
TRWPUDX128F148F907,SODFLBN12A6D4F923A,AREACYD1187FB566DE,Enya,The Magic Of The Night,electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,The Pharcyde - Otha Fish,Twista - I'm A Winner (Amended Album Version),Lard - The Power Of Lard,Seelenkrank - Lost,Assemblage 23 - MAPS OF REALITY,Lard - The Power Of Lard,Seelenkrank - Lost,Assemblage 23 - MAPS OF REALITY
TRZQTSM128F9328120,SOZDITZ12A58A7B41A,AR91C8S1187B990901,Bruce Springsteen,Gave It A Name,folk,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Rasputina - Mr. E. Leon Rauis,Freezepop - Ninja Of Love (Album Version),Devo - Mongoloid,Rasputina - Mr. E. Leon Rauis,Freezepop - Ninja Of Love (Album Version),Binary Star - Wolfman Jack
TRNZCWJ128F427099F,SODXHZV12A8C1340B6,ARH861H1187B9B799E,Johnny Cash,The Vanishing Race,folk,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Domine - The Ride Of The Valkyries,Helen Reddy - Peaceful,Art Garfunkel - The Sound of Silence,Domine - The Ride Of The Valkyries,Helen Reddy - Peaceful,Art Garfunkel - The Sound of Silence
TRJQRAP128F9314B3F,SOMSWGY12AB017F755,ARZENOX1187B98A645,John Mayer,All We Ever Do Is Say Goodbye,folk,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Erykah Badu - I Want You,R. Kelly - Don't You Say No,Kelly Price - Don't Say Goodbye,Lisa Stansfield - Goodbye,Morcheeba - Part Of The Process,Kelly Price - Don't Say Goodbye,Lisa Stansfield - Goodbye,Phantom Planet - See You Next Summer
TRETJUU128F426402A,SOYHOTV12A8C132B9B,ARZENOX1187B98A645,John Mayer,Clarity,folk,R. Kelly - I Mean (I Don't Mean It),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,R. Kelly - I Mean (I Don't Mean It),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Cat Stevens - Rubylove,Gorky's Zygotic Mynci - Honeymoon With You,Teena Marie - Dear Lover,Cat Stevens - Rubylove,Gorky's Zygotic Mynci - Honeymoon With You,Teena Marie - Dear Lover
TRNOUUF128F4280B8D,SOHREDT12A8C13862F,ARZENOX1187B98A645,John Mayer,Why Georgia,folk,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Rufio - Over It (Acoustic),Eminem - 8 Mile,Rufio - Over It (Acoustic),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Eminem - Rabbit Run,Common - Book Of Life,Eminem - 8 Mile,Eminem - Rabbit Run,Common - Book Of Life
TREKVTY128E0784BA3,SOBHKVI12A6701F1C8,ARC8CQZ1187B98DECA,Jack Johnson,Mudfootball (For Moe Lerner),folk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Shane MacGowan And The Popes - More Pricks Than Kicks,Beast - Devil,Bouncing Souls - East Coast Fuck You,Beast - Devil,Shane MacGowan And The Popes - More Pricks Than Kicks,Big Moe - S.U.C.
TRYNAAP128F427EF64,SOCJTTL12A8C14009F,AR7OA5G1187B98D3A0,Sufjan Stevens,Sister Winter,folk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Bette Midler - Friends/Oh My My (LIve),Diary of Dreams - Tears of Laughter,Abba - Waterloo,Bette Midler - Friends/Oh My My (LIve),Diary of Dreams - Tears of Laughter,Abba - Waterloo
TRFMWVJ128E0791E70,SODZLMJ127D977E810,ARE0WH81187B9A7BA3,Rufus Wainwright,In A Graveyard,folk,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Ja Rule - One of Us,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Birth Control - Gamma Ray,Asphyx - Indulge In Frenzy,Naglfar - And The World Shall Be Your Grave,Birth Control - Gamma Ray,Asphyx - Indulge In Frenzy,Reverend Bizarre - Doom Over The World
TRLTTDC128E079380E,SOCTYHG12A679D7E2B,ARE0WH81187B9A7BA3,Rufus Wainwright,Baby,folk,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Less Than Jake - I Think I Love You,Next - I Still Love You,Mario Vazquez - Everytime I...,Less Than Jake - I Think I Love You,Next - I Still Love You,Mario Vazquez - Everytime I...
TRUCWXA128F92E4944,SOYGQGR12AF72ABAB8,ARQEBGJ122E6447D2B,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Lauryn Hill - Interlude 5,The Prodigy - We Gonna Rock,Eminem - My Darling,Suicide Commando - Dead March,Dead Kennedys - Goons of Hazzard,Thompson Twins - We Are Detective,Dead Kennedys - Goons of Hazzard,Suicide Commando - Dead March,Thompson Twins - We Are Detective
TRGQBAX128F426EFCA,SOERZLJ12A8C132D53,AR5FP401187FB523C9,Bob Dylan,Ballad In Plain D,folk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Con Funk Shun - Electric Lady,Example - Birthday Card,Chicago - Caroline (Album Version),Con Funk Shun - Electric Lady,Example - Birthday Card,Chicago - Caroline (Album Version)
TRGSDTP128F92F76D1,SOHMZEX12A8C132F5F,AR5FP401187FB523C9,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Angela Bofill - I Try,Leonard Cohen - Chelsea Hotel #2,Clawfinger - Revenge,Angela Bofill - I Try,Leonard Cohen - Chelsea Hotel #2,Clawfinger - Revenge
TRMRMTN128F92D426F,SOIZDJI12A8C1435C7,ARSF0K11187B9AF319,James Taylor,It's Growing,folk,Lauryn Hill - Interlude 5,Daft Punk - Touch It / Technologic,Vanilla Ice - Ice Is Workin' It,Lauryn Hill - Interlude 5,Daft Punk - Touch It / Technologic,Vanilla Ice - Ice Is Workin' It,Big Bad Voodoo Daddy - Big And Bad,16 Horsepower - Coal Black Horses,TLC - Shock Dat Monkey,Big Bad Voodoo Daddy - Big And Bad,16 Horsepower - Coal Black Horses,TLC - Shock Dat Monkey
TRDFPTZ128F14B108C,SOJKUOG12A6D4FD11D,ARSF0K11187B9AF319,James Taylor,Oh_ Susannah (LP Version),folk,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Snoop Dogg - Snoopafella (Edited),King Tee - Act A Fool,Arc Angels - Shape I'm In,Snoop Dogg - Snoopafella (Edited),King Tee - Act A Fool,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster)
TROZEMN128F4262CCA,SOHSTLE12A8C132425,ARSF0K11187B9AF319,James Taylor,Something In The Way She Moves,folk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twiztid - She Ain't Afraid,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twiztid - She Ain't Afraid,Atmosphere - Hair,Obie Trice - Got Some Teeth,The Pharcyde - Passin' Me By,Atmosphere - Hair,Obie Trice - Got Some Teeth,The Pharcyde - Passin' Me By
TRGAZWQ12903CB0BA9,SOGJZZZ12AF72AA43B,ARYQES41187B9B960F,David Gray,Draw The Line,folk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Marques Houston - Cancel (Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Marques Houston - Cancel (Album Version),Against All Authority - Stand In Line,Beck - Farewell Ride,Pat Green - California,Against All Authority - Stand In Line,Beck - Farewell Ride,Pat Green - California
TRSNACX128E078AA88,SOKYDGS12A6701E3CB,ARYQES41187B9B960F,David Gray,Sail Away,folk,Fatboy Slim - The Rockafeller Skank,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Fatboy Slim - The Rockafeller Skank,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),OV7 - Angelica,Usher - Nice & Slow,The Quireboys - Misled,OV7 - Angelica,Usher - Nice & Slow,The Quireboys - Misled
TRXCQOC12903CB0BBA,SOEWUQY12AB0188156,ARYQES41187B9B960F,David Gray,Stella The Artist,folk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twiztid - She Ain't Afraid,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twiztid - She Ain't Afraid,Bob Dylan - Ballad In Plain D,Biz Markie - Vapors,Karan Casey - Song Of Lies,Biz Markie - Vapors,Bob Dylan - Ballad In Plain D,Karan Casey - Song Of Lies
TRPGPVH128F429B2F0,SOGACYC12A8C13C528,ARZWK2R1187B98F09F,Rise Against,Swing Life Away (Acoustic),folk,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Josh Turner - Soulmate,Tony Sly - On the Outside,Skankin' Pickle - Gas In My Car,Josh Turner - Soulmate,Tony Sly - On the Outside,Skankin' Pickle - Gas In My Car
